video_id,final_views,num_country,num_country_quantile,final_views_quantile,quantile
-CEjqATcPAg,1813924,1,0,3,3
-a5eSTMbBp4,1302897,1,0,3,3
0jrkmjfiaIg,1008244,1,0,3,3
1AKyM5fm5eU,4392494,1,0,3,3
1aF6-2t-qXU,1503515,1,0,3,3
2Wln8D4CgeY,4465574,1,0,3,3
3JInlL4Tk70,670354,1,0,3,3
3vp6OSaXgBo,2369711,1,0,3,3
4QE6iIt2oIs,1438436,1,0,3,3
4ZXxohIer8k,1516374,1,0,3,3
5SPnWr6xz_0,1070054,1,0,3,3
5ZiNNlZF7jg,2443278,1,0,3,3
6qt-tUqmvJY,955676,1,0,3,3
7TBPrYJDoDE,9552076,1,0,3,3
7unlxMq1NqY,1700946,1,0,3,3
7wdIdNj23EU,1764167,1,0,3,3
86-J2EgRYkU,715200,1,0,3,3
8OmlSy_r970,974716,1,0,3,3
989RDOeSw24,970932,1,0,3,3
AJAuMtVauuI,1384736,1,0,3,3
AXN5dqmPJFE,2528770,1,0,3,3
AfP14wR0sjI,924481,1,0,3,3
Ag5C9gI8tZo,4444075,1,0,3,3
AspEaxovpWA,3075590,1,0,3,3
BgI4x51X8WU,1383481,1,0,3,3
CE0fCodmXn8,5733163,1,0,3,3
CFpQUdTC55A,745172,1,0,3,3
CHbQCjsYh-Y,864425,1,0,3,3
CmY8poRzFmU,1803651,1,0,3,3
Ctrlr2BS7qs,1231268,1,0,3,3
DaIiszLPRSU,2500472,1,0,3,3
Dt1loC_WATI,1822743,1,0,3,3
E7TDiolDG0U,1187885,1,0,3,3
F0S6LDhrZb8,741780,1,0,3,3
FUtD1dxpb7A,6243729,1,0,3,3
F_TJkYk0O_g,732002,1,0,3,3
GE1S97fl-wo,848915,1,0,3,3
Gz8vBoEFArA,15062106,1,0,3,3
H4fW22SyDiA,1214583,1,0,3,3
IeMmLHc3mu8,1867098,1,0,3,3
Ix8P0QPlVmw,694915,1,0,3,3
J_r7-rtE4kk,1369516,1,0,3,3
K3O6haYkuXY,742517,1,0,3,3
KC6OtUELnAA,1191525,1,0,3,3
KSjAYYOJYzc,1340672,1,0,3,3
KV3fVY0nHw4,857921,1,0,3,3
KmaEqoAf5Ls,2050896,1,0,3,3
LZ-GDLxUVIw,5260772,1,0,3,3
LoW-x9duJow,1110238,1,0,3,3
MOhQrb8EaRo,1949612,1,0,3,3
MQOCQ1i0_5o,885882,1,0,3,3
MgBZS-HdlLM,1437694,1,0,3,3
MiLyQOwH_mk,1103797,1,0,3,3
N-NbUeeeih8,3954914,1,0,3,3
O1xgXJ5_Q34,5940508,1,0,3,3
PznMpRASjAg,16442997,1,0,3,3
Q577aa5Z8yU,1826566,1,0,3,3
QSl_HrLb_eU,2477725,1,0,3,3
R7fHkia2tm0,1313540,1,0,3,3
RQOL97ENjg8,1398571,1,0,3,3
RUbh-nleRqg,614713,1,0,3,3
Rjz4ovwFeiU,1686162,1,0,3,3
S-WcQJsxGCI,1201117,1,0,3,3
S4h49MZ5_0A,921860,1,0,3,3
SQud9-bxOOY,676441,1,0,3,3
SWHBNKZc5TE,1651912,1,0,3,3
ScnyO9xEn7k,2541732,1,0,3,3
T8PprcRWG5U,15122119,1,0,3,3
TMzRoEKCg2g,5823544,1,0,3,3
UFpxKF0zcQw,1409969,1,0,3,3
Ufb8-8CeqR0,989455,1,0,3,3
VPWCHplAHM4,870076,1,0,3,3
VX1JiX1L-hs,5076394,1,0,3,3
ViHMXvaklTA,922451,1,0,3,3
VntVkQRaAS8,1187855,1,0,3,3
Vp5adkVavgE,597710,1,0,3,3
Yb_K5-IIKgg,651928,1,0,3,3
YqX2rUH7G28,2993490,1,0,3,3
_fsCEyzJN0I,1050778,1,0,3,3
breFXq-dep4,1005589,1,0,3,3
c13eN2NW9rc,4292202,1,0,3,3
c6qAkw6---4,1165221,1,0,3,3
ddtOYo8X7z8,3312198,1,0,3,3
fHcyM2_HxsU,1240314,1,0,3,3
fkUtRy8J_q0,1904178,1,0,3,3
gD0mrf2tiM8,676920,1,0,3,3
gurxAKsGFHA,2201650,1,0,3,3
h1ZdAn96gps,1752412,1,0,3,3
kGz24EJgLeI,601077,1,0,3,3
l41pkTlU2YU,1212431,1,0,3,3
lTzEtoRXLXo,18679045,1,0,3,3
mlbU7MdceVk,850917,1,0,3,3
nCg3ufihKyU,3579445,1,0,3,3
nF_QNlyPBQ4,1506264,1,0,3,3
nRLFpvFIksU,1117570,1,0,3,3
nXAOnEPA5Sw,4347233,1,0,3,3
nZMUzaLV4X0,3326640,1,0,3,3
ne9y6KuWngk,612220,1,0,3,3
nk15nIFZOAA,959645,1,0,3,3
nkS2_nTk1YY,858809,1,0,3,3
nrZ3_e5Sq0A,4968359,1,0,3,3
oa0QnXB_kpo,643407,1,0,3,3
pLhNdJNwGC8,66004089,1,0,3,3
pfLUHUVEStU,2198793,1,0,3,3
qdw56IR-xEQ,1113070,1,0,3,3
qgXco3yNwBc,700490,1,0,3,3
r1qJm7Mx-yw,1241560,1,0,3,3
r_JWWD_sifw,692449,1,0,3,3
sYLrVsUWxI8,1710878,1,0,3,3
tFBNT_K2zmo,7787053,1,0,3,3
twtXF8_aD0Q,1042773,1,0,3,3
v33_PaAMVg8,709785,1,0,3,3
v9LcydDBxFk,1664977,1,0,3,3
vIcujuVqZKQ,1163398,1,0,3,3
vZVU-SR1kio,922872,1,0,3,3
vgRg0vSLuQ0,1741459,1,0,3,3
vpw_z9vBPAE,2498899,1,0,3,3
w5Aioq5VYF0,3445388,1,0,3,3
wXo6iOtWm3U,1538965,1,0,3,3
wavO7bhb_-U,695637,1,0,3,3
wbQMzpY5g08,692163,1,0,3,3
y4J6jOT7wFM,1476120,1,0,3,3
y6fcCuz9Lgw,5021393,1,0,3,3
yEbBUjHbFMI,663006,1,0,3,3
ypuru4R8gkk,1523153,1,0,3,3
z08VV7hxiSs,740904,1,0,3,3
z0TpNX2-xYg,888835,1,0,3,3
z30CnIZ3bcE,2165152,1,0,3,3
zdywLRQ7-M8,776213,1,0,3,3
zmbj80qyITM,1614210,1,0,3,3
094AQXwPL2g,1175886,1,0,3,3
1zZZBB9-Nm8,2511493,1,0,3,3
31MEH-jMjFE,849689,1,0,3,3
3UV4OyPA1dc,947564,1,0,3,3
5-8nwgHo-8g,2462899,1,0,3,3
7kvHn-nvKBM,2159713,1,0,3,3
90I3G6rksl4,2042890,1,0,3,3
A_Prf-jCvcg,1632273,1,0,3,3
CgoGo1_9f80,845560,1,0,3,3
DqZiHGt2Pgc,2708653,1,0,3,3
IdLS6vew3g4,991482,1,0,3,3
IfPD9i3DSe0,909302,1,0,3,3
NKou4Pgt8Vg,924340,1,0,3,3
NWi0kJ_B8Tk,841094,1,0,3,3
Or303MJgD-s,630248,1,0,3,3
PCytx7nzEcM,673837,1,0,3,3
SC2Muv-FHB8,2070251,1,0,3,3
WJqO5wFuAOQ,1453566,1,0,3,3
WimC-EtTY4w,835015,1,0,3,3
_-nqGrCzctE,2888375,1,0,3,3
dpRLz0vjW90,650058,1,0,3,3
f0uMQ74APRc,1445661,1,0,3,3
jB0VinlX9Yg,807988,1,0,3,3
l1T-ubVmjVk,2032557,1,0,3,3
mTbHmeGugdA,916288,1,0,3,3
yyLxPpCi5Bk,1670984,1,0,3,3
2MlMEd3yJYo,1485912,1,0,3,3
3omVLQ2KD50,1135952,1,0,3,3
5mVNX-Ic9QA,2182328,1,0,3,3
6zHegXvEwdI,981480,1,0,3,3
CLcEqj47bV0,845272,1,0,3,3
CXjmpgcVSdE,1075553,1,0,3,3
CxlZhzW8ENI,742459,1,0,3,3
F4qugKTiiK8,1023472,1,0,3,3
JDXo-I63AJA,772180,1,0,3,3
Lgz0HWLLceY,773642,1,0,3,3
MMOSu0AGbqM,3603002,1,0,3,3
PD1Uwb0TnPs,970888,1,0,3,3
Pm2XfsWXJg4,2291294,1,0,3,3
Puo6Vgcbxps,1791600,1,0,3,3
VyBFlsrB26c,1568310,1,0,3,3
YTqko4M2k9g,696015,1,0,3,3
_9MfxlLXS1I,1283832,1,0,3,3
aIN1OfXGNGI,898995,1,0,3,3
al3rjCdlxUQ,2180139,1,0,3,3
cIIE_2c0G7s,3159017,1,0,3,3
jzKqODvjQWI,1093978,1,0,3,3
ltCXN1lUpPw,2256798,1,0,3,3
oU6Du1nrjJk,1230374,1,0,3,3
sEGKyicuSE4,639483,1,0,3,3
srEz12v85OM,898073,1,0,3,3
toho6XoGuXg,1130540,1,0,3,3
u03_oj5z3wo,1611555,1,0,3,3
wjbuvMHaCgI,861877,1,0,3,3
zrsEsXeUIfQ,1043452,1,0,3,3
4IP7W-Ix_4A,870980,1,0,3,3
CZhFd65FAYY,1193321,1,0,3,3
EGRKv64cdVo,1382195,1,0,3,3
ICuqzhViWAI,747081,1,0,3,3
IKK3iT__cbk,690347,1,0,3,3
MnP-sVIf9s0,1477558,1,0,3,3
N1AL2EMvVy0,819635,1,0,3,3
OPWwpcoqlfo,869605,1,0,3,3
Vl3swga-Xrk,25578319,1,0,3,3
YrCl6vH7Irw,1545743,1,0,3,3
dcfy16s94k0,639576,1,0,3,3
hPaZh6C-AO8,1123352,1,0,3,3
i9AWA2Q-BA4,681422,1,0,3,3
jIEtX_0ldEg,1045122,1,0,3,3
jW_6qZRHcXo,742264,1,0,3,3
osgMcf3gvtY,677661,1,0,3,3
pIzDMoForxY,1515680,1,0,3,3
qFxZ8AmmOaI,2176205,1,0,3,3
v4no5gLquMw,1130909,1,0,3,3
vaHSDtzy2PE,1218981,1,0,3,3
w88ra-irZn0,612199,1,0,3,3
z_5RwGvjlZc,4061925,1,0,3,3
114i-wMc0e0,905242,1,0,3,3
1r2LpReWqdA,1367491,1,0,3,3
4hZcm6-XZ0Q,1281676,1,0,3,3
7E6SuDyDUos,851071,1,0,3,3
9FrnNTyOAes,622150,1,0,3,3
A6K2dqCoin8,683684,1,0,3,3
ANSZpTCyuAs,663926,1,0,3,3
AV4ZGNBb6qI,770741,1,0,3,3
CoiI8uGwmhc,975585,1,0,3,3
ICdXsIBoMBQ,3802376,1,0,3,3
MwOpX9pWsdU,889273,1,0,3,3
Nl1vQchX8s0,833938,1,0,3,3
Z3yYxIZyv2Q,779819,1,0,3,3
ghCTKTSx5KI,930312,1,0,3,3
gkAePxHD9aQ,980244,1,0,3,3
izM8jUU863M,609656,1,0,3,3
k6c6M0rKW7s,697065,1,0,3,3
uJLkWxemGvA,634383,1,0,3,3
vzXdbSkSrxI,1658803,1,0,3,3
wxHg7JMGZf4,705041,1,0,3,3
ySxIjeCScgY,2429890,1,0,3,3
ylkLAWzcDHo,1056348,1,0,3,3
2ZOxThYgVrs,721136,1,0,3,3
4gTZt0-aUps,1131369,1,0,3,3
53jHCPcJTy4,2011774,1,0,3,3
8eCdoWJQV94,5825128,1,0,3,3
9yzrh7MEBEA,987884,1,0,3,3
ABow8gM1UI4,987600,1,0,3,3
M-wckNaY8rQ,601945,1,0,3,3
PEgELxLN2Iw,729780,1,0,3,3
Qv9-GrrceGQ,674887,1,0,3,3
W1Vyh2aKX6Q,1326496,1,0,3,3
WGdoaRVOm8o,14332360,1,0,3,3
WLf5FR5K76w,923445,1,0,3,3
Wmd7owhBiUg,1968075,1,0,3,3
Xva1wET_eZY,1114482,1,0,3,3
ed9zadN5Uw0,1004933,1,0,3,3
fNCDu4nmt8M,1046862,1,0,3,3
hi1zMqY2goU,2255910,1,0,3,3
hs2MPHRkP9A,6036169,1,0,3,3
jPD7PzUQq2g,710351,1,0,3,3
kAfMpjhxoUw,1593862,1,0,3,3
lsG-Pf6I824,1061591,1,0,3,3
mE9Eddxwtt8,624620,1,0,3,3
mlv36Yxy3Wk,1939609,1,0,3,3
olZzLFdR8zA,964772,1,0,3,3
pXTnU_s3lSI,6510477,1,0,3,3
riqSjnOo62s,881136,1,0,3,3
zOGTNQfUl-A,1282320,1,0,3,3
-ZDZtBRTyeI,1058309,1,0,3,3
0C1_jpqkuas,1554575,1,0,3,3
0V4cMxnrbYo,824017,1,0,3,3
0Ve5A5SKq2Y,1186819,1,0,3,3
0tn6nWYNK3Q,2582838,1,0,3,3
7py7NMMhE_M,2963880,1,0,3,3
